country,region,year,gdp_per_capita,infant_mortality,population
Algeria,Africa,2000,1727.333251,34.0,31719449
Angola,Africa,2000,655.629495,128.0,13924930
Benin,Africa,2000,339.473026,90.0,6949366
Botswana,Africa,2000,3297.478684,54.0,1755375
Burkina Faso,Africa,2000,224.928647,96.0,11607944
Burundi,Africa,2000,130.423848,92.0,6674286
Cameroon,Africa,2000,583.094859,93.0,15927713
Central African Republic,Africa,2000,251.35264,113.0,3638316
Chad,Africa,2000,166.851345,106.0,8301151
Comoros,Africa,2000,382.160322,73.0,528312
Congo (Kinshasa),Africa,2000,406.567703,115.0,46949244
Congo (Brazzaville),Africa,2000,1029.974585,77.0,3126204
Cote d'Ivoire,Africa,2000,645.765682,100.0,16131332
Djibouti,Africa,2000,762.540842,80.0,722887
Egypt,Africa,2000,1509.58102,36.0,66136590
Equatorial Guinea,Africa,2000,2018.60464,99.0,518179
Eritrea,Africa,2000,179.311605,58.0,3939348
Ethiopia,Africa,2000,122.551807,90.0,66024199
Gabon,Africa,2000,4135.25406,56.0,1225527
"Gambia, The",Africa,2000,637.104271,63.0,1228863
Ghana,Africa,2000,264.692699,65.0,18825034
Guinea,Africa,2000,342.47852,103.0,8746128
Guinea-Bissau,Africa,2000,284.187197,109.0,1273312
Kenya,Africa,2000,406.115706,69.0,31285050
Lesotho,Africa,2000,415.467215,81.0,1856225
Liberia,Africa,2000,182.942774,119.0,2891968
Libya,Africa,2000,6548.568274,24.0,5176185
Madagascar,Africa,2000,246.282641,71.0,15744811
Malawi,Africa,2000,153.999638,103.0,11321496
Mali,Africa,2000,236.09611,116.0,10260577
Mauritania,Africa,2000,477.698704,76.0,2708095
Mauritius,Africa,2000,3861.038542,16.0,1186873
Morocco,Africa,2000,1289.461903,43.0,28710123
Mozambique,Africa,2000,235.838306,114.0,18275618
Namibia,Africa,2000,2059.40061,49.0,1897953
Niger,Africa,2000,163.64011,101.0,10989815
Nigeria,Africa,2000,377.500257,113.0,122876727
Rwanda,Africa,2000,206.649071,108.0,8395577
Sao Tome and Principe,Africa,2000,550.17145,58.0,139428
Senegal,Africa,2000,474.524158,69.0,9861679
Seychelles,Africa,2000,7578.828943,12.0,81131
Sierra Leone,Africa,2000,153.60177,141.0,4139757
South Africa,Africa,2000,3022.727273,52.0,44000000
Sudan,Africa,2000,442.026269,69.0,27729798
Eswatini,Africa,2000,1433.175389,80.0,1063715
Tanzania,Africa,2000,299.401319,80.0,34020512
Togo,Africa,2000,266.046453,77.0,4864753
Tunisia,Africa,2000,2245.327431,26.0,9563500
Uganda,Africa,2000,255.121858,89.0,24275641
Zambia,Africa,2000,322.102551,100.0,10100981
Zimbabwe,Africa,2000,535.040291,61.0,12503652
Armenia,Asia,2000,621.424826,27.0,3076098
Azerbaijan,Asia,2000,655.097433,61.0,8048600
Bangladesh,Asia,2000,355.973434,64.0,132383265
Bhutan,Asia,2000,778.166445,59.0,564350
Brunei,Asia,2000,18086.604073,8.0,331801
Cambodia,Asia,2000,298.950362,82.0,12222871
China,Asia,2000,950.385896,30.0,1262645000
Georgia,Asia,2000,691.997705,31.0,4418300
India,Asia,2000,457.658545,67.0,1042261758
Indonesia,Asia,2000,789.705313,41.0,208938698
Japan,Asia,2000,37282.257429,3.0,126870000
Kazakhstan,Asia,2000,1229.000958,38.0,14883626
South Korea,Asia,2000,11955.383615,5.0,47008111
Kyrgyzstan,Asia,2000,279.620275,42.0,4898400
Laos,Asia,2000,321.289484,83.0,5388281
Malaysia,Asia,2000,4004.545955,9.0,23420751
Maldives,Asia,2000,2289.087404,35.0,272745
Mongolia,Asia,2000,474.206034,49.0,2397473
Nepal,Asia,2000,236.982844,60.0,23184177
Pakistan,Asia,2000,514.15796,88.0,143832014
Philippines,Asia,2000,1043.456103,30.0,77651848
Singapore,Asia,2000,23793.036319,3.0,4027900
Sri Lanka,Asia,2000,854.926725,14.0,19102000
Tajikistan,Asia,2000,139.109142,75.0,6186152
Thailand,Asia,2000,1972.944072,19.0,62343379
Timor-Leste,Asia,2000,410.152475,84.0,853585
Turkmenistan,Asia,2000,645.277102,66.0,4501419
Uzbekistan,Asia,2000,558.221144,53.0,24650400
Vietnam,Asia,2000,433.333708,27.0,77630900
Albania,Europe,2000,1193.466223,23.0,3089027
Andorra,Europe,2000,17334.275677,4.0,65399
Austria,Europe,2000,23965.352092,5.0,8011566
Belarus,Europe,2000,1273.049124,11.0,10005000
Belgium,Europe,2000,22728.935496,5.0,10251250
Bosnia and Herzegovina,Europe,2000,1435.957686,8.0,3834364
Bulgaria,Europe,2000,1579.34824,18.0,8170172
Croatia,Europe,2000,4861.67751,7.0,4426000
Cyprus,Europe,2000,9874.977134,6.0,943287
Czechia,Europe,2000,5734.45959,6.0,10255063
Denmark,Europe,2000,29964.701582,5.0,5339616
Estonia,Europe,2000,4062.819268,9.0,1396985
Finland,Europe,2000,23569.372875,4.0,5176209
France,Europe,2000,21835.116078,4.0,60911057
Germany,Europe,2000,22989.482202,4.0,82211508
Greece,Europe,2000,11357.930336,7.0,10917482
Hungary,Europe,2000,4542.72072,10.0,10210971
Iceland,Europe,2000,30928.675642,3.0,281205
Ireland,Europe,2000,25578.730977,6.0,3805174
Italy,Europe,2000,19317.865787,5.0,56942108
Latvia,Europe,2000,3308.512355,15.0,2367550
Lithuania,Europe,2000,3267.347443,10.0,3499536
Luxembourg,Europe,2000,46453.245778,4.0,436300
North Macedonia,Europe,2000,1747.884265,14.0,2052129
Malta,Europe,2000,10377.037319,7.0,381363
Moldova,Europe,2000,354.001279,25.0,3639592
Monaco,Europe,2000,82537.446464,4.0,32081
Montenegro,Europe,2000,1610.415638,13.0,611196
Netherlands,Europe,2000,24175.045413,5.0,15925513
Norway,Europe,2000,37408.424511,4.0,4490967
Poland,Europe,2000,4469.579921,8.0,38258629
Portugal,Europe,2000,11370.3751,6.0,10289898
Romania,Europe,2000,1662.217535,23.0,22442971
Russia,Europe,2000,1773.571291,20.0,146596870
San Marino,Europe,2000,28696.193481,5.0,26969
Serbia,Europe,2000,809.275079,11.0,7516346
Slovakia,Europe,2000,5330.401622,10.0,5388720
Slovenia,Europe,2000,10045.360076,5.0,1988925
Spain,Europe,2000,14405.207969,5.0,40263216
Sweden,Europe,2000,27840.054715,3.0,8872109
Switzerland,Europe,2000,35633.503845,5.0,7184250
Türkiye,Europe,2000,4226.389949,34.0,63174483
Ukraine,Europe,2000,635.708964,16.0,49175848
United Kingdom,Europe,2000,25300.329342,6.0,58892514
Bahrain,Middle East,2000,13562.734143,11.0,668239
Iran,Middle East,2000,1532.368198,29.0,65911052
Israel,Middle East,2000,19875.973923,6.0,6289000
Jordan,Middle East,2000,1763.169469,23.0,4797000
Kuwait,Middle East,2000,19786.695038,11.0,1906231
Lebanon,Middle East,2000,5334.880243,17.0,3235380
Oman,Middle East,2000,9061.60246,14.0,2192535
Qatar,Middle East,2000,29914.264777,11.0,593693
Saudi Arabia,Middle East,2000,9332.533251,19.0,20144584
Syria,Middle East,2000,1180.48069,20.0,16371208
United Arab Emirates,Middle East,2000,34364.806209,10.0,3026352
Yemen,Middle East,2000,549.939902,69.0,17522537
Australia,Oceania,2000,21667.623871,5.0,19153000
Fiji Islands,Oceania,2000,2074.928809,21.0,811647
Kiribati,Oceania,2000,815.489141,54.0,82788
Marshall Islands,Oceania,2000,2126.832864,34.0,52161
"Micronesia, Fed. Sts.",Oceania,2000,2170.96084,42.0,107430
New Zealand,Oceania,2000,13482.547047,6.0,3857700
Papua New Guinea,Oceania,2000,654.619857,58.0,5379226
Samoa,Oceania,2000,1372.73639,19.0,174614
Solomon Islands,Oceania,2000,1055.210355,28.0,412336
Tonga,Oceania,2000,1925.473735,15.0,97962
Vanuatu,Oceania,2000,1469.888862,20.0,185058
Antigua and Barbuda,The Americas,2000,10144.413134,14.0,77648
Argentina,The Americas,2000,9321.718436,18.0,36903067
"Bahamas, The",The Americas,2000,21250.581846,13.0,297759
Barbados,The Americas,2000,11675.212396,15.0,267190
Belize,The Americas,2000,3486.164318,21.0,238586
Bolivia,The Americas,2000,988.533289,57.0,8495271
Brazil,The Americas,2000,3696.171325,29.0,174504898
Canada,The Americas,2000,24017.133739,5.0,30769700
Chile,The Americas,2000,5133.077311,9.0,15454402
Colombia,The Americas,2000,2503.549492,21.0,39897984
Costa Rica,The Americas,2000,4058.044534,11.0,3929588
Cuba,The Americas,2000,2744.124479,7.0,11138416
Dominica,The Americas,2000,4656.551228,14.0,69679
Dominican Republic,The Americas,2000,2769.882322,33.0,8663421
Ecuador,The Americas,2000,1462.32021,28.0,12533087
El Salvador,The Americas,2000,2204.154062,27.0,5958794
Grenada,The Americas,2000,5149.147363,14.0,101620
Guatemala,The Americas,2000,1721.72898,40.0,11204183
Guyana,The Americas,2000,957.280975,39.0,744471
Haiti,The Americas,2000,427.186277,75.0,8578234
Honduras,The Americas,2000,1139.517302,31.0,6235561
Jamaica,The Americas,2000,3479.056151,20.0,2589389
Mexico,The Americas,2000,6584.925851,22.0,103873607
Nicaragua,The Americas,2000,1001.256442,33.0,5100920
Panama,The Americas,2000,3803.998413,22.0,3054812
Paraguay,The Americas,2000,1531.888909,28.0,5350253
Peru,The Americas,2000,1949.267968,30.0,26000080
St. Kitts and Nevis,The Americas,2000,9146.47273,14.0,45544
St. Lucia,The Americas,2000,4870.739686,15.0,156949
St. Vincent and the Grenadines,The Americas,2000,3683.577922,19.0,107897
Suriname,The Americas,2000,1911.775318,30.0,466668
Trinidad and Tobago,The Americas,2000,6430.949785,25.0,1267980
United States,The Americas,2000,36503.799225,7.0,282162411
Uruguay,The Americas,2000,6872.733686,15.0,3320841
Venezuela,The Americas,2000,4793.598113,18.0,24407553
Algeria,Africa,2001,1702.780079,33.0,32150198
Angola,Africa,2001,621.19593,127.0,14385283
Benin,Africa,2001,348.33455,88.0,7174911
Botswana,Africa,2001,3078.279632,54.0,1783349
Burkina Faso,Africa,2001,235.461799,95.0,11946080
Burundi,Africa,2001,128.198058,89.0,6839376
Cameroon,Africa,2001,589.165139,90.0,16350440
Central African Republic,Africa,2001,251.571807,113.0,3704045
Chad,Africa,2001,198.279113,105.0,8620917
Comoros,Africa,2001,406.135429,73.0,541976
Congo (Kinshasa),Africa,2001,154.424858,114.0,48167045
Congo (Brazzaville),Africa,2001,871.670943,75.0,3205636
Cote d'Ivoire,Africa,2001,642.215221,98.0,16420173
Djibouti,Africa,2001,780.145122,78.0,733732
Egypt,Africa,2001,1452.766703,34.0,67204189
Equatorial Guinea,Africa,2001,2733.185323,96.0,534592
Eritrea,Africa,2001,183.432525,56.0,4101609
Ethiopia,Africa,2001,118.906253,87.0,67956866
Gabon,Africa,2001,3754.363924,55.0,1255299
"Gambia, The",Africa,2001,542.682177,62.0,1266691
Ghana,Africa,2001,275.476271,63.0,19293392
Guinea,Africa,2001,318.53067,99.0,8895353
Guinea-Bissau,Africa,2001,295.195691,106.0,1301748
Kenya,Africa,2001,404.216206,68.0,32126351
Lesotho,Africa,2001,377.467771,82.0,1871500
Liberia,Africa,2001,171.737079,112.0,2998770
Libya,Africa,2001,5404.462368,24.0,5258677
Madagascar,Africa,2001,278.98745,67.0,16235767
Malawi,Africa,2001,147.67939,97.0,11623166
Mali,Africa,2001,248.963062,113.0,10562768
Mauritania,Africa,2001,464.116729,76.0,2791403
Mauritius,Africa,2001,3780.828848,15.0,1199881
Morocco,Africa,2001,1299.902556,41.0,29021156
Mozambique,Africa,2001,216.922735,109.0,18785719
Namibia,Africa,2001,1836.495966,49.0,1931282
Niger,Africa,2001,170.696162,98.0,11396434
Nigeria,Africa,2001,350.287821,110.0,126004992
Rwanda,Africa,2001,191.174036,101.0,8760003
Sao Tome and Principe,Africa,2001,539.933864,56.0,141783
Senegal,Africa,2001,482.018493,67.0,10119118
Seychelles,Africa,2001,7615.988535,12.0,81202
Sierra Leone,Africa,2001,251.294709,139.0,4295667
South Africa,Africa,2001,2627.492505,53.0,44909738
Sudan,Africa,2001,463.617396,67.0,28434810
Eswatini,Africa,2001,1255.467014,81.0,1074761
Tanzania,Africa,2001,297.562475,76.0,34895398
Togo,Africa,2001,266.880797,75.0,4992225
Tunisia,Africa,2001,2281.064065,24.0,9673600
Uganda,Africa,2001,232.800383,85.0,25088033
Zambia,Africa,2001,352.612855,95.0,10362137
Zimbabwe,Africa,2001,538.453352,60.0,12586763
Afghanistan,Asia,2001,115.31251,93.0,21347782
Armenia,Asia,2001,692.318825,25.0,3059960
Azerbaijan,Asia,2001,703.67125,57.0,8111200
Bangladesh,Asia,2001,348.756893,62.0,134729503
Bhutan,Asia,2001,820.056013,56.0,580888
Brunei,Asia,2001,16516.836769,8.0,339114
Cambodia,Asia,2001,319.084862,76.0,12472586
China,Asia,2001,1037.858238,28.0,1271850000
Georgia,Asia,2001,733.970414,29.0,4386400
India,Asia,2001,466.257278,64.0,1059500888
Indonesia,Asia,2001,754.822475,39.0,211970371
Japan,Asia,2001,32717.520389,3.0,127149000
Kazakhstan,Asia,2001,1490.926751,36.0,14858335
South Korea,Asia,2001,11254.84988,6.0,47357362
Kyrgyzstan,Asia,2001,308.409031,40.0,4945100
Laos,Asia,2001,323.320734,80.0,5470169
Malaysia,Asia,2001,3877.996652,8.0,23925742
Maldives,Asia,2001,2888.303104,32.0,277825
Mongolia,Asia,2001,524.03776,47.0,2419669
Nepal,Asia,2001,253.943395,57.0,23655119
Pakistan,Asia,2001,492.381698,86.0,146857081
Philippines,Asia,2001,961.716983,30.0,79297756
Singapore,Asia,2001,21576.869839,3.0,4138000
Sri Lanka,Asia,2001,837.698804,13.0,18797000
Tajikistan,Asia,2001,171.842197,70.0,6289340
Thailand,Asia,2001,1839.253377,18.0,63069070
Timor-Leste,Asia,2001,493.141127,80.0,871353
Turkmenistan,Asia,2001,776.57223,65.0,4551762
Uzbekistan,Asia,2001,456.703489,52.0,24964450
Vietnam,Asia,2001,448.879425,26.0,78621000
Albania,Europe,2001,1335.141008,22.0,3064111
Andorra,Europe,2001,18599.415382,4.0,68000
Austria,Europe,2001,23873.788234,5.0,8042293
Belarus,Europe,2001,1244.441997,10.0,9928000
Belgium,Europe,2001,22553.679215,5.0,10286570
Bosnia and Herzegovina,Europe,2001,1481.945715,8.0,3879353
Bulgaria,Europe,2001,1729.191157,17.0,8020282
Croatia,Europe,2001,5191.901985,7.0,4440000
Cyprus,Europe,2001,10067.078778,5.0,961481
Czechia,Europe,2001,6301.045025,5.0,10216605
Denmark,Europe,2001,29857.525487,5.0,5358783
Estonia,Europe,2001,4495.411266,8.0,1388115
Finland,Europe,2001,24094.026069,3.0,5188008
France,Europe,2001,21839.85276,4.0,61355725
Germany,Europe,2001,22829.407556,4.0,82349925
Greece,Europe,2001,11870.233873,6.0,10951764
Hungary,Europe,2001,5175.025628,9.0,10187576
Iceland,Europe,2001,27803.062249,3.0,284968
Ireland,Europe,2001,27158.148104,6.0,3866243
Italy,Europe,2001,19658.055151,4.0,56974100
Latvia,Europe,2001,3556.88621,14.0,2337170
Lithuania,Europe,2001,3503.27358,9.0,3470818
Luxembourg,Europe,2001,45743.430177,4.0,441525
North Macedonia,Europe,2001,1664.309096,14.0,2065098
Malta,Europe,2001,9967.790407,7.0,393028
Moldova,Europe,2001,407.730243,24.0,3631462
Monaco,Europe,2001,82537.263888,4.0,32366
Montenegro,Europe,2001,1896.719774,12.0,611525
Netherlands,Europe,2001,24990.37154,5.0,16046180
Norway,Europe,2001,37884.234199,4.0,4513751
Poland,Europe,2001,4967.570133,8.0,38248076
Portugal,Europe,2001,11579.969047,5.0,10362722
Romania,Europe,2001,1833.81266,22.0,22131970
Russia,Europe,2001,2103.078624,19.0,145976473
San Marino,Europe,2001,29679.441985,5.0,27467
Serbia,Europe,2001,1518.034294,11.0,7503433
Slovakia,Europe,2001,5636.63909,10.0,5378867
Slovenia,Europe,2001,10290.316045,4.0,1992060
Spain,Europe,2001,14942.584774,5.0,40756001
Sweden,Europe,2001,25517.201067,3.0,8895960
Switzerland,Europe,2001,36376.944818,5.0,7229854
Türkiye,Europe,2001,3057.708141,32.0,64100297
Ukraine,Europe,2001,780.738024,15.0,48683865
United Kingdom,Europe,2001,25203.116397,6.0,59119673
Bahrain,Middle East,2001,12846.453333,11.0,698749
Iran,Middle East,2001,1720.073091,27.0,66857624
Israel,Middle East,2001,19102.345085,5.0,6439000
Jordan,Middle East,2001,1824.886122,23.0,4917000
Kuwait,Middle East,2001,17616.229059,11.0,1980604
Lebanon,Middle East,2001,5256.656911,16.0,3357600
Oman,Middle East,2001,8909.808946,13.0,2239025
Qatar,Middle East,2001,28666.609513,10.0,611808
Saudi Arabia,Middle East,2001,8759.503942,19.0,20891594
Syria,Middle East,2001,1263.388659,19.0,16700984
United Arab Emirates,Middle East,2001,32885.242636,9.0,3132104
Yemen,Middle East,2001,546.536227,67.0,18029989
Australia,Oceania,2001,19523.000052,5.0,19413000
Fiji Islands,Oceania,2001,2037.685462,20.0,814700
Kiribati,Oceania,2001,748.878746,53.0,84261
Marshall Islands,Oceania,2001,2206.656121,33.0,52184
"Micronesia, Fed. Sts.",Oceania,2001,2239.916954,41.0,107170
New Zealand,Oceania,2001,13736.796666,6.0,3880500
Papua New Guinea,Oceania,2001,558.261615,58.0,5518971
Samoa,Oceania,2001,1385.933518,18.0,175567
Solomon Islands,Oceania,2001,945.542319,29.0,423529
Tonga,Oceania,2001,1695.797937,15.0,98504
Vanuatu,Oceania,2001,1362.637726,19.0,189285
Antigua and Barbuda,The Americas,2001,9855.538127,13.0,78972
Argentina,The Americas,2001,8719.363945,18.0,37273361
"Bahamas, The",The Americas,2001,21506.744113,13.0,303005
Barbados,The Americas,2001,11600.433849,15.0,268296
Belize,The Americas,2001,3555.66014,21.0,245198
Bolivia,The Americas,2001,939.145381,54.0,8669066
Brazil,The Americas,2001,3130.505844,27.0,176968205
Canada,The Americas,2001,23582.856904,5.0,31081900
Chile,The Americas,2001,4625.336377,9.0,15639289
Colombia,The Americas,2001,2421.272646,21.0,40558648
Costa Rica,The Americas,2001,4087.118971,11.0,4013488
Cuba,The Americas,2001,2835.076661,6.0,11175465
Dominica,The Americas,2001,4750.93095,13.0,69660
Dominican Republic,The Americas,2001,2829.192446,32.0,8799298
Ecuador,The Americas,2001,1914.449166,27.0,12780869
El Salvador,The Americas,2001,2307.77109,25.0,5985299
Grenada,The Americas,2001,5137.800528,13.0,101849
Guatemala,The Americas,2001,1629.309766,39.0,11478984
Guyana,The Americas,2001,931.284625,38.0,747657
Haiti,The Americas,2001,402.280113,73.0,8720247
Honduras,The Americas,2001,1188.761983,30.0,6365040
Jamaica,The Americas,2001,3494.26991,20.0,2605556
Mexico,The Americas,2001,6882.483829,20.0,105339877
Nicaragua,The Americas,2001,1028.29254,31.0,5176685
Panama,The Americas,2001,3788.81591,21.0,3116409
Paraguay,The Americas,2001,1403.246092,27.0,5460621
Peru,The Americas,2001,1945.032871,28.0,26372358
St. Kitts and Nevis,The Americas,2001,9865.0972,13.0,46214
St. Lucia,The Americas,2001,4464.48469,15.0,158650
St. Vincent and the Grenadines,The Americas,2001,3991.313328,19.0,107989
Suriname,The Americas,2001,1613.028132,29.0,473312
Trinidad and Tobago,The Americas,2001,6935.901256,25.0,1272347
United States,The Americas,2001,37197.034323,7.0,284968955
Uruguay,The Americas,2001,6282.020902,14.0,3326762
Venezuela,The Americas,2001,4945.630035,18.0,24870441
Algeria,Africa,2002,1742.55761,32.0,32572977
Angola,Africa,2002,839.504512,126.0,14886574
Benin,Africa,2002,378.658708,85.0,7414744
Botswana,Africa,2002,3006.59407,54.0,1808976
Burkina Faso,Africa,2002,260.69358,94.0,12296399
Burundi,Africa,2002,117.281401,86.0,7037727
Cameroon,Africa,2002,648.298761,87.0,16782044
Central African Republic,Africa,2002,263.159703,113.0,3767248
Chad,Africa,2002,221.833734,104.0,8959964
Comoros,Africa,2002,451.708225,72.0,556028
Congo (Kinshasa),Africa,2002,176.263601,113.0,49516960
Congo (Brazzaville),Africa,2002,919.687014,73.0,3283719
Cote d'Ivoire,Africa,2002,688.855965,96.0,16674987
Djibouti,Africa,2002,794.055672,76.0,744434
Egypt,Africa,2002,1286.192278,31.0,68302914
Equatorial Guinea,Africa,2002,3276.652176,94.0,551399
Eritrea,Africa,2002,170.339465,54.0,4281576
Ethiopia,Africa,2002,110.181805,83.0,69948344
Gabon,Africa,2002,3836.796681,54.0,1285318
"Gambia, The",Africa,2002,442.52691,61.0,1306667
Ghana,Africa,2002,311.63962,62.0,19786307
Guinea,Africa,2002,326.079948,95.0,9045748
Guinea-Bissau,Africa,2002,305.571649,104.0,1330849
Kenya,Africa,2002,398.409945,66.0,33000524
Lesotho,Africa,2002,348.346432,82.0,1885487
Liberia,Africa,2002,174.554568,104.0,3070673
Libya,Africa,2002,3715.556991,23.0,5340389
Madagascar,Africa,2002,262.74182,64.0,16736029
Malawi,Africa,2002,223.460095,90.0,11926778
Mali,Africa,2002,307.169722,109.0,10882662
Mauritania,Africa,2002,460.280182,76.0,2877431
Mauritius,Africa,2002,3939.281863,14.0,1210196
Morocco,Africa,2002,1378.851075,40.0,29311443
Mozambique,Africa,2002,217.461487,104.0,19319894
Namibia,Africa,2002,1716.40258,49.0,1958303
Niger,Africa,2002,183.669878,94.0,11817297
Nigeria,Africa,2002,457.47365,106.0,129224641
Rwanda,Africa,2002,186.641748,92.0,8987523
Sao Tome and Principe,Africa,2002,585.806358,54.0,144447
Senegal,Africa,2002,513.362529,65.0,10390050
Seychelles,Africa,2002,8340.302808,12.0,83700
Sierra Leone,Africa,2002,275.760367,136.0,4493047
South Africa,Africa,2002,2423.118595,53.0,45808736
Sudan,Africa,2002,507.202315,66.0,29186427
Eswatini,Africa,2002,1131.251068,82.0,1082183
Tanzania,Africa,2002,301.777637,71.0,35806497
Togo,Africa,2002,287.807187,73.0,5123674
Tunisia,Africa,2002,2365.773242,23.0,9781900
Uganda,Africa,2002,238.155126,81.0,25943441
Zambia,Africa,2002,349.28342,91.0,10625423
Zimbabwe,Africa,2002,501.713115,59.0,12640922
Afghanistan,Asia,2002,185.95929,91.0,22202806
Armenia,Asia,2002,779.892842,24.0,3047002
Azerbaijan,Asia,2002,763.101212,53.0,8171950
Bangladesh,Asia,2002,347.218612,59.0,137006279
Bhutan,Asia,2002,897.394345,53.0,598455
Brunei,Asia,2002,16868.392099,8.0,346407
Cambodia,Asia,2002,337.077259,69.0,12709336
China,Asia,2002,1132.458607,26.0,1280400000
Georgia,Asia,2002,779.384591,28.0,4357000
India,Asia,2002,486.669652,62.0,1076705723
Indonesia,Asia,2002,911.465603,38.0,215038285
Japan,Asia,2002,31229.157676,3.0,127445000
Kazakhstan,Asia,2002,1658.031146,34.0,14858948
South Korea,Asia,2002,12788.159063,6.0,47622179
Kyrgyzstan,Asia,2002,321.726538,39.0,4990700
Laos,Asia,2002,317.06023,78.0,5545245
Malaysia,Asia,2002,4137.005328,8.0,24413795
Maldives,Asia,2002,2929.306409,28.0,282743
Mongolia,Asia,2002,571.602019,44.0,2443231
Nepal,Asia,2002,251.043872,54.0,24102862
Pakistan,Asia,2002,483.031872,85.0,149693684
Philippines,Asia,2002,1004.990581,29.0,80953652
Singapore,Asia,2002,22016.71263,3.0,4176000
Sri Lanka,Asia,2002,903.896405,13.0,18921000
Tajikistan,Asia,2002,190.676342,66.0,6404118
Thailand,Asia,2002,1990.662976,18.0,63797841
Timor-Leste,Asia,2002,474.444804,76.0,899367
Turkmenistan,Asia,2002,969.970244,63.0,4600171
Uzbekistan,Asia,2002,383.3495,50.0,25271850
Vietnam,Asia,2002,477.099878,26.0,79538700
Albania,Europe,2002,1458.128756,21.0,3051427
Andorra,Europe,2002,20326.900096,4.0,71639
Austria,Europe,2002,25736.340839,4.0,8081957
Belarus,Europe,2002,1479.465321,9.0,9865000
Belgium,Europe,2002,24485.170261,4.0,10332785
Bosnia and Herzegovina,Europe,2002,1706.501954,7.0,3897579
Bulgaria,Europe,2002,2030.788523,16.0,7868468
Croatia,Europe,2002,5974.075765,7.0,4440000
Cyprus,Europe,2002,10774.174883,5.0,979877
Czechia,Europe,2002,7691.070679,5.0,10196916
Denmark,Europe,2002,32366.486847,4.0,5375931
Estonia,Europe,2002,5310.030327,8.0,1379350
Finland,Europe,2002,25958.553228,3.0,5200598
France,Europe,2002,23461.557324,4.0,61803229
Germany,Europe,2002,24367.034457,4.0,82488495
Greece,Europe,2002,13292.396394,6.0,10983723
Hungary,Europe,2002,6535.293936,9.0,10158608
Iceland,Europe,2002,30979.114481,3.0,287523
Ireland,Europe,2002,31282.212095,5.0,3931947
Italy,Europe,2002,21556.631716,4.0,57059007
Latvia,Europe,2002,4032.072092,13.0,2310173
Lithuania,Europe,2002,4113.759373,9.0,3443067
Luxembourg,Europe,2002,50582.828543,3.0,446175
North Macedonia,Europe,2002,1827.628146,13.0,2074441
Malta,Europe,2002,10849.750278,6.0,395969
Moldova,Europe,2002,458.677817,23.0,3623062
Monaco,Europe,2002,88995.590665,4.0,32653
Montenegro,Europe,2002,2097.749576,11.0,612325
Netherlands,Europe,2002,27122.541687,5.0,16148929
Norway,Europe,2002,42307.905034,4.0,4538159
Poland,Europe,2002,5179.129343,7.0,38230364
Portugal,Europe,2002,12668.394879,5.0,10419631
Romania,Europe,2002,2116.312063,22.0,21730496
Russia,Europe,2002,2372.633704,18.0,145408033
