country,region,year,gdp_per_capita,infant_mortality,population
Maldives,Asia,2012,6243.844747,9.0,338442
Mongolia,Asia,2012,3691.052262,27.0,2796484
Kazakhstan,Asia,2012,12149.058225,16.0,16791425
Philippines,Asia,2012,2585.134583,24.0,96706764
Pakistan,Asia,2012,1255.859905,71.0,179160111
Cambodia,Asia,2012,945.494646,34.0,14864646
Laos,Asia,2012,1412.452243,55.0,6645827
Kyrgyzstan,Asia,2012,1177.973597,23.0,5607200
Tajikistan,Asia,2012,953.060223,42.0,8008990
Afghanistan,Asia,2012,687.581368,72.0,29824536
Timor-Leste,Asia,2012,1179.329445,48.0,1148958
Monaco,Europe,2005,126599.403277,4.0,33808
Bosnia and Herzegovina,Europe,2005,2821.78775,7.0,3879828
Germany,Europe,2005,33588.20679,4.0,82469422
Ukraine,Europe,2005,1828.717626,13.0,47105150
Belarus,Europe,2005,3126.367778,7.0,9663000
Lithuania,Europe,2005,7851.042105,8.0,3322528
Bulgaria,Europe,2005,3733.263161,14.0,7739900
Slovenia,Europe,2005,17854.63533,4.0,2000474
Russia,Europe,2005,5338.405844,14.0,143113885
Latvia,Europe,2005,7165.377698,11.0,2238799
Romania,Europe,2005,4651.692261,18.0,21319685
Hungary,Europe,2005,10905.055137,7.0,10087065
Serbia,Europe,2005,3391.371076,8.0,7440769
Slovakia,Europe,2005,11414.60536,8.0,5372807
Poland,Europe,2005,7965.320462,7.0,38165445
Croatia,Europe,2005,10090.366689,6.0,4442000
Czechia,Europe,2005,12731.098823,4.0,10211216
Portugal,Europe,2005,18279.916941,4.0,10503330
Malta,Europe,2005,14810.035203,6.0,403834
Austria,Europe,2005,37069.316827,4.0,8227829
Greece,Europe,2005,21635.435165,5.0,11092913
Italy,Europe,2005,30878.315218,4.0,57969484
Switzerland,Europe,2005,51767.385606,4.0,7437115
San Marino,Europe,2005,46193.672678,4.0,29775
Andorra,Europe,2005,31268.966746,3.0,81223
Estonia,Europe,2005,10264.111125,6.0,1354775
North Macedonia,Europe,2005,2863.96318,12.0,2090044
Finland,Europe,2005,37361.115771,3.0,5246096
Belgium,Europe,2005,35978.030307,4.0,10478617
Spain,Europe,2005,25885.872396,5.0,43653155
Sweden,Europe,2005,41087.218752,3.0,9029572
Moldova,Europe,2005,831.159109,19.0,3595187
Denmark,Europe,2005,47606.465032,4.0,5419432
Cyprus,Europe,2005,16461.39052,4.0,1032586
United Kingdom,Europe,2005,38409.829102,5.0,60401206
Luxembourg,Europe,2005,80925.219992,3.0,465158
Netherlands,Europe,2005,39093.453452,5.0,16319868
Norway,Europe,2005,65754.026731,3.0,4623291
Montenegro,Europe,2005,3665.327438,10.0,615820
France,Europe,2005,33873.490995,4.0,63176246
Albania,Europe,2005,2798.949633,18.0,2992724
Iceland,Europe,2005,54885.290351,2.0,296734
Ireland,Europe,2005,48799.08575,4.0,4159914
Türkiye,Europe,2005,7129.882486,26.0,67743052
Monaco,Europe,2006,135688.799878,4.0,34369
Bosnia and Herzegovina,Europe,2006,3199.896836,7.0,3875157
Germany,Europe,2006,35204.235735,4.0,82376451
Croatia,Europe,2006,11228.621375,6.0,4440000
Slovenia,Europe,2006,19405.933275,3.0,2006868
Malta,Europe,2006,15766.092922,6.0,405308
Austria,Europe,2006,39305.12886,4.0,8268641
Russia,Europe,2006,6947.989596,13.0,142487260
Ukraine,Europe,2006,2308.296509,12.0,46787750
Belarus,Europe,2006,3848.596299,7.0,9604000
Lithuania,Europe,2006,9249.909296,8.0,3269909
Latvia,Europe,2006,8986.401376,10.0,2218357
Romania,Europe,2006,5803.59502,17.0,21193760
Bulgaria,Europe,2006,4313.430636,13.0,7699020
Hungary,Europe,2006,11219.923407,7.0,10071370
Slovakia,Europe,2006,12842.248579,8.0,5373054
Serbia,Europe,2006,3942.630985,7.0,7411569
Poland,Europe,2006,8966.665947,6.0,38141267
Czechia,Europe,2006,14454.67069,4.0,10238905
Portugal,Europe,2006,19197.345672,4.0,10522288
Greece,Europe,2006,23544.324933,5.0,11127947
Italy,Europe,2006,32161.54161,4.0,58143979
Switzerland,Europe,2006,54115.923524,4.0,7483934
San Marino,Europe,2006,48757.895719,4.0,30130
Andorra,Europe,2006,34484.700868,3.0,81877
Estonia,Europe,2006,12472.805266,5.0,1346810
North Macedonia,Europe,2006,3133.319212,12.0,2093801
Finland,Europe,2006,39496.660633,3.0,5266268
Netherlands,Europe,2006,41477.781154,4.0,16346101
Spain,Europe,2006,27929.614399,5.0,44397319
Moldova,Europe,2006,950.698885,18.0,3585209
Denmark,Europe,2006,50392.917625,4.0,5437272
Cyprus,Europe,2006,17586.110564,4.0,1048314
United Kingdom,Europe,2006,40758.087276,5.0,60846820
Luxembourg,Europe,2006,90015.546616,3.0,472637
Belgium,Europe,2006,37922.031923,4.0,10547958
Sweden,Europe,2006,43940.287462,3.0,9080505
Montenegro,Europe,2006,4370.59754,9.0,616854
France,Europe,2006,35524.551041,4.0,63617975
Norway,Europe,2006,72950.775177,3.0,4660677
Albania,Europe,2006,3076.979844,17.0,2968028
Ireland,Europe,2006,52174.275181,4.0,4274137
Iceland,Europe,2006,54813.954691,2.0,303782
Türkiye,Europe,2006,7737.55417,24.0,68626337
Monaco,Europe,2007,170632.956216,4.0,35013
Bosnia and Herzegovina,Europe,2007,3949.842081,7.0,3868665
Germany,Europe,2007,40356.708571,4.0,82266372
Serbia,Europe,2007,5276.932421,7.0,7381579
Croatia,Europe,2007,13372.27013,5.0,4436000
Austria,Europe,2007,45176.433852,4.0,8300788
Malta,Europe,2007,18474.038168,6.0,406724
San Marino,Europe,2007,55556.966883,3.0,30377
Andorra,Europe,2007,39922.890124,3.0,81292
Ukraine,Europe,2007,3074.650581,12.0,46509350
Lithuania,Europe,2007,12170.352166,7.0,3231294
Romania,Europe,2007,8188.485725,15.0,20882982
Bulgaria,Europe,2007,5581.414132,12.0,7545338
Hungary,Europe,2007,13524.560004,7.0,10055780
Slovakia,Europe,2007,15649.204742,8.0,5374622
Poland,Europe,2007,11148.839366,6.0,38120560
Portugal,Europe,2007,22005.19702,3.0,10542964
Slovenia,Europe,2007,23462.228693,3.0,2018122
Greece,Europe,2007,27322.399476,4.0,11163002
Italy,Europe,2007,36448.692647,4.0,58438310
Switzerland,Europe,2007,59726.263015,4.0,7551117
Russia,Europe,2007,9147.527617,12.0,142114903
Belarus,Europe,2007,4735.953138,6.0,9560000
Latvia,Europe,2007,13073.380997,10.0,2200325
North Macedonia,Europe,2007,3891.895346,11.0,2096620
Czechia,Europe,2007,17477.716882,4.0,10298828
Finland,Europe,2007,46514.090366,3.0,5288720
Luxembourg,Europe,2007,106919.604559,2.0,479993
Netherlands,Europe,2007,47797.248832,4.0,16381696
Spain,Europe,2007,31839.526663,4.0,45226803
Moldova,Europe,2007,1230.809811,17.0,3576910
Estonia,Europe,2007,16404.864707,5.0,1340680
Denmark,Europe,2007,56944.709434,4.0,5461438
Cyprus,Europe,2007,20545.497515,4.0,1063095
Belgium,Europe,2007,43291.265517,4.0,10625700
Norway,Europe,2007,83454.498081,3.0,4709153
Sweden,Europe,2007,50611.646669,3.0,9148092
Montenegro,Europe,2007,5945.908404,8.0,617800
Albania,Europe,2007,3638.710813,17.0,2940880
United Kingdom,Europe,2007,46638.700732,5.0,61322463
France,Europe,2007,40304.582669,4.0,64012572
Iceland,Europe,2007,65566.309174,2.0,311566
Ireland,Europe,2007,59105.121186,4.0,4398942
Türkiye,Europe,2007,9309.819616,23.0,69496513
Monaco,Europe,2008,193892.322255,3.0,35686
Bosnia and Herzegovina,Europe,2008,4802.466744,7.0,3861201
Germany,Europe,2008,44087.148015,4.0,82110097
Serbia,Europe,2008,6497.842768,7.0,7350221
Austria,Europe,2008,49658.591188,4.0,8336926
Andorra,Europe,2008,46418.415473,3.0,79969
Bulgaria,Europe,2008,6916.84628,12.0,7492561
Hungary,Europe,2008,15341.414207,6.0,10038188
Croatia,Europe,2008,15694.077471,5.0,4434508
Portugal,Europe,2008,23867.756716,3.0,10558177
Malta,Europe,2008,20895.780504,6.0,409379
Italy,Europe,2008,39267.862768,4.0,58826731
Switzerland,Europe,2008,68517.555989,4.0,7647675
Ukraine,Europe,2008,3891.201992,11.0,46258200
Belarus,Europe,2008,6377.359692,6.0,9528000
Lithuania,Europe,2008,14832.68815,7.0,3198231
Latvia,Europe,2008,15463.660276,9.0,2177322
Romania,Europe,2008,9932.867933,14.0,20537875
Slovakia,Europe,2008,18201.273521,7.0,5379233
Poland,Europe,2008,13875.133607,6.0,38125759
North Macedonia,Europe,2008,4685.620166,10.0,2098769
Slovenia,Europe,2008,26989.652695,3.0,2021316
Finland,Europe,2008,51191.337221,3.0,5313399
Netherlands,Europe,2008,52962.517071,4.0,16445593
Greece,Europe,2008,30572.731859,4.0,11186439
Spain,Europe,2008,34599.737399,4.0,45954106
San Marino,Europe,2008,62188.928607,3.0,30549
Russia,Europe,2008,11693.730573,12.0,141956409
Moldova,Europe,2008,1695.972811,16.0,3570108
Estonia,Europe,2008,17786.050122,4.0,1337090
Montenegro,Europe,2008,7335.897003,7.0,618649
Czechia,Europe,2008,21666.692506,4.0,10384603
Denmark,Europe,2008,62618.080133,4.0,5493621
Cyprus,Europe,2008,23509.215584,3.0,1077089
Belgium,Europe,2008,47339.054916,4.0,10709973
Luxembourg,Europe,2008,112028.574874,2.0,488650
Sweden,Europe,2008,52713.572129,3.0,9219637
Albania,Europe,2008,4422.692446,16.0,2912559
United Kingdom,Europe,2008,43522.58187,5.0,61806995
Norway,Europe,2008,95213.887302,3.0,4768212
France,Europe,2008,43963.829171,4.0,64371099
Iceland,Europe,2008,53028.777833,2.0,317414
Ireland,Europe,2008,58803.2994,4.0,4489544
Türkiye,Europe,2008,10374.695487,22.0,70363511
Monaco,Europe,2009,153042.34959,3.0,36314
Germany,Europe,2009,40291.905331,4.0,81902307
Bosnia and Herzegovina,Europe,2009,4433.146179,7.0,3853446
Portugal,Europe,2009,22141.798919,3.0,10568247
Austria,Europe,2009,45904.049777,4.0,8365275
Latvia,Europe,2009,12082.063685,9.0,2141669
Hungary,Europe,2009,12671.299507,6.0,10022650
Serbia,Europe,2009,5497.955687,7.0,7320807
Croatia,Europe,2009,14044.146262,5.0,4429078
Malta,Europe,2009,19636.006277,6.0,412477
Italy,Europe,2009,35704.999876,4.0,59095365
Switzerland,Europe,2009,65729.740228,4.0,7743831
Ukraine,Europe,2009,2540.534555,11.0,46053300
Belarus,Europe,2009,5176.044701,5.0,9507000
Romania,Europe,2009,8052.048836,13.0,20367487
Bulgaria,Europe,2009,6524.156879,12.0,7444443
Slovakia,Europe,2009,16196.281371,7.0,5386406
North Macedonia,Europe,2009,4433.857082,10.0,2100558
Poland,Europe,2009,11297.035147,5.0,38151603
Czechia,Europe,2009,18862.620376,4.0,10443936
Slovenia,Europe,2009,24125.667113,3.0,2039669
Denmark,Europe,2009,56309.007902,4.0,5523095
Finland,Europe,2009,44766.018883,3.0,5338871
Greece,Europe,2009,28693.801826,4.0,11187085
Luxembourg,Europe,2009,99281.718689,2.0,497783
Netherlands,Europe,2009,48153.739646,4.0,16530388
Spain,Europe,2009,31274.975494,4.0,46362946
Russia,Europe,2009,8597.043897,11.0,141909244
Moldova,Europe,2009,1525.526119,16.0,3565604
Lithuania,Europe,2009,11713.899997,6.0,3162916
Estonia,Europe,2009,14542.074853,4.0,1334515
Montenegro,Europe,2009,6713.079305,7.0,619408
Cyprus,Europe,2009,21587.809796,3.0,1090553
Belgium,Europe,2009,43810.522547,4.0,10796493
Sweden,Europe,2009,43662.885955,3.0,9298515
Albania,Europe,2009,4175.779349,15.0,2884303
United Kingdom,Europe,2009,35487.032219,5.0,62276270
France,Europe,2009,40492.762297,4.0,64702921
Norway,Europe,2009,78488.611696,3.0,4828726
Iceland,Europe,2009,38039.18228,2.0,318499
Ireland,Europe,2009,49610.010198,4.0,4535375
Türkiye,Europe,2009,8632.659696,21.0,71241080
Monaco,Europe,2010,145229.837888,3.0,36845
Germany,Europe,2010,40353.67921,4.0,81776930
Latvia,Europe,2010,11446.508177,8.0,2097555
Serbia,Europe,2010,5073.074945,7.0,7291436
Hungary,Europe,2010,12799.97056,6.0,10000023
Bosnia and Herzegovina,Europe,2010,4361.994015,7.0,3845929
Austria,Europe,2010,45054.865026,4.0,8389771
Malta,Europe,2010,19695.255725,6.0,414508
Italy,Europe,2010,34751.85162,3.0,59277417
Bulgaria,Europe,2010,6453.375276,11.0,7395599
Croatia,Europe,2010,13326.598673,5.0,4417781
Portugal,Europe,2010,21658.73774,3.0,10573100
Greece,Europe,2010,26359.547455,4.0,11153454
Spain,Europe,2010,29628.422864,4.0,46576897
Switzerland,Europe,2010,70160.560334,4.0,7824909
Ukraine,Europe,2010,2964.855561,10.0,45870700
Belarus,Europe,2010,5818.854859,5.0,9490000
Romania,Europe,2010,8149.407383,12.0,20246871
Slovakia,Europe,2010,16151.0909,7.0,5391428
Poland,Europe,2010,12308.922636,5.0,38183683
North Macedonia,Europe,2010,4442.299972,9.0,2102216
Czechia,Europe,2010,18903.212687,3.0,10474410
Slovenia,Europe,2010,22942.398323,3.0,2048583
Denmark,Europe,2010,56419.950455,3.0,5547683
Finland,Europe,2010,44188.783432,3.0,5363352
Netherlands,Europe,2010,46763.862476,4.0,16615394
Moldova,Europe,2010,1631.535832,15.0,3562045
Lithuania,Europe,2010,11852.169602,6.0,3097282
Estonia,Europe,2010,14295.030619,4.0,1331475
Montenegro,Europe,2010,6636.070538,6.0,620078
Cyprus,Europe,2010,20959.28669,3.0,1103685
Belgium,Europe,2010,43130.793812,4.0,10920272
Luxembourg,Europe,2010,102678.797906,2.0,506953
Sweden,Europe,2010,49370.204666,3.0,9378126
Russia,Europe,2010,10675.242595,10.0,142385523
Albania,Europe,2010,4175.120239,15.0,2856673
France,Europe,2010,39524.38964,4.0,65023142
United Kingdom,Europe,2010,36643.82986,4.0,62766365
Norway,Europe,2010,86107.240944,3.0,4889252
Iceland,Europe,2010,39506.558868,2.0,318041
Ireland,Europe,2010,45831.775455,4.0,4560155
Türkiye,Europe,2010,10133.419288,20.0,72137546
Monaco,Europe,2011,163025.859021,3.0,37261
Germany,Europe,2011,44377.790552,3.0,81797673
Latvia,Europe,2011,13827.360257,8.0,2059709
Hungary,Europe,2011,13738.843833,6.0,9971727
Serbia,Europe,2011,6047.73788,6.0,7234099
Bosnia and Herzegovina,Europe,2011,4754.197861,6.0,3839322
Portugal,Europe,2011,22543.087607,3.0,10557560
Austria,Europe,2011,49487.359727,3.0,8406187
Italy,Europe,2011,37049.855414,3.0,59379449
Romania,Europe,2011,9083.000158,12.0,20147528
Bulgaria,Europe,2011,7286.389592,11.0,7348328
Poland,Europe,2011,13390.717228,5.0,38534157
Croatia,Europe,2011,14371.953776,4.0,4280622
Czechia,Europe,2011,20579.095755,3.0,10496088
Greece,Europe,2011,26071.603592,4.0,11123213
Malta,Europe,2011,22346.318405,5.0,416268
Spain,Europe,2011,31020.888675,4.0,46742697
Switzerland,Europe,2011,83287.013621,4.0,7912398
Ukraine,Europe,2011,3566.263584,10.0,45706100
Lithuania,Europe,2011,14227.685538,5.0,3028115
Estonia,Europe,2011,16982.300308,3.0,1327439
Slovakia,Europe,2011,17760.414383,7.0,5398384
North Macedonia,Europe,2011,4940.953345,8.0,2103890
Slovenia,Europe,2011,24478.31997,3.0,2052843
Finland,Europe,2011,48624.12291,2.0,5388272
Denmark,Europe,2011,59957.936097,3.0,5570572
Netherlands,Europe,2011,49900.934963,4.0,16693074
Luxembourg,Europe,2011,111913.184417,2.0,518347
Moldova,Europe,2011,1970.840003,14.0,3559986
Belarus,Europe,2011,6305.773663,4.0,9473000
Montenegro,Europe,2011,7253.359249,6.0,620644
Cyprus,Europe,2011,22257.927085,3.0,1116513
Belgium,Europe,2011,46434.819634,4.0,11047744
Norway,Europe,2011,99130.078044,3.0,4953088
Sweden,Europe,2011,56724.300743,2.0,9449213
Russia,Europe,2011,13290.759998,10.0,142956460
Albania,Europe,2011,4556.144342,14.0,2829337
United Kingdom,Europe,2011,38887.797607,4.0,63258918
France,Europe,2011,42544.342683,4.0,65343588
Iceland,Europe,2011,44019.390698,2.0,319014
Ireland,Europe,2011,49379.543847,3.0,4576794
Türkiye,Europe,2011,10607.917437,19.0,73058638
Germany,Europe,2012,42647.993792,3.0,80425823
Hungary,Europe,2012,12600.346641,5.0,9920362
Serbia,Europe,2012,5293.836638,6.0,7199077
Bosnia and Herzegovina,Europe,2012,4395.828895,6.0,3833916
Portugal,Europe,2012,20161.972921,3.0,10514844
Greece,Europe,2012,22356.902527,4.0,11092771
Austria,Europe,2012,46737.890942,3.0,8429991
Italy,Europe,2012,33758.978062,3.0,59539717
Lithuania,Europe,2012,14172.281226,5.0,2987773
Latvia,Europe,2012,13946.965887,8.0,2034319
Romania,Europe,2012,8417.706731,11.0,20076727
Bulgaria,Europe,2012,7022.234589,11.0,7305888
Slovakia,Europe,2012,16892.551977,6.0,5407579
Poland,Europe,2012,12715.424924,5.0,38535873
Croatia,Europe,2012,13158.750966,4.0,4267558
Czechia,Europe,2012,18647.513007,3.0,10510785
Denmark,Europe,2012,56334.78385,3.0,5591572
Malta,Europe,2012,21129.98277,5.0,419455
Spain,Europe,2012,28228.492711,4.0,46761264
Switzerland,Europe,2012,78905.960726,4.0,7996861
Ukraine,Europe,2012,3882.149351,9.0,45593300
Estonia,Europe,2012,16887.375321,3.0,1325016
North Macedonia,Europe,2012,4548.155553,7.0,2105575
Slovenia,Europe,2012,22059.14779,2.0,2057159
Belgium,Europe,2012,43403.066395,4.0,11128246
Finland,Europe,2012,45622.704665,2.0,5413971
Netherlands,Europe,2012,45956.535145,4.0,16754962
Luxembourg,Europe,2012,103858.880809,2.0,530946
Moldova,Europe,2012,2046.536787,14.0,3559519
Belarus,Europe,2012,6721.834908,4.0,9464000
Montenegro,Europe,2012,6514.148642,5.0,621081
Cyprus,Europe,2012,20165.663378,3.0,1128994
Norway,Europe,2012,99629.914719,2.0,5018573
Sweden,Europe,2012,55045.636404,2.0,9519374
Russia,Europe,2012,14108.31273,9.0,143178000
Albania,Europe,2012,4406.116378,14.0,2801681
France,Europe,2012,39740.085831,4.0,65676758
United Kingdom,Europe,2012,38621.139293,4.0,63695687
Iceland,Europe,2012,42362.130549,2.0,320716
Ireland,Europe,2012,46000.596918,3.0,4586897
Türkiye,Europe,2012,10662.575985,17.0,73997128
Lebanon,Middle East,2005,5339.42388,12.0,3986865
Qatar,Middle East,2005,54228.831715,9.0,821159
United Arab Emirates,Middle East,2005,43626.200112,8.0,4148883
Iran,Middle East,2005,2736.899148,22.0,70152384
Bahrain,Middle East,2005,18156.377475,9.0,879534
Kuwait,Middle East,2005,35185.930672,10.0,2296314
Israel,Middle East,2005,19335.940318,5.0,6930100
Oman,Middle East,2005,12252.612875,11.0,2522325
Saudi Arabia,Middle East,2005,13284.69461,17.0,24690067
Syria,Middle East,2005,1588.505672,16.0,18167367
Jordan,Middle East,2005,2325.42541,20.0,5411000
Iraq,Middle East,2005,1824.699866,33.0,27377045
Yemen,Middle East,2005,831.88029,56.0,20139661
Lebanon,Middle East,2006,5342.474802,11.0,4079823
Qatar,Middle East,2006,62920.644132,9.0,967602
United Arab Emirates,Middle East,2006,45532.493279,8.0,4875639
Iran,Middle East,2006,3141.881272,21.0,70976584
Bahrain,Middle East,2006,19459.731213,9.0,950951
Kuwait,Middle East,2006,42193.307397,10.0,2417445
Israel,Middle East,2006,21407.204729,4.0,7053700
Oman,Middle East,2006,14405.091927,11.0,2554905
Saudi Arabia,Middle East,2006,14858.937055,16.0,25371936
Syria,Middle East,2006,1772.560331,15.0,18804914
Jordan,Middle East,2006,2719.822469,20.0,5536000
Iraq,Middle East,2006,2321.152171,33.0,28064095
Yemen,Middle East,2006,923.530647,54.0,20661714
Lebanon,Middle East,2007,5936.769228,11.0,4139813
Qatar,Middle East,2007,69166.960052,8.0,1152459
United Arab Emirates,Middle East,2007,44503.114959,8.0,5797347
Bahrain,Middle East,2007,21049.573414,9.0,1032353
Iran,Middle East,2007,3982.775526,19.0,71809219
Kuwait,Middle East,2007,45011.194088,10.0,2554920
Israel,Middle East,2007,24372.919597,4.0,7180100
Saudi Arabia,Middle East,2007,16052.092745,16.0,25915624
Oman,Middle East,2007,16305.613406,10.0,2569739
Syria,Middle East,2007,2065.539632,15.0,19561477
Jordan,Middle East,2007,3022.541954,19.0,5661000
Yemen,Middle East,2007,1210.153834,52.0,21182162
Iraq,Middle East,2007,3091.015329,32.0,28740630
Lebanon,Middle East,2008,6887.062753,10.0,4186088
Qatar,Middle East,2008,84613.947027,8.0,1359114
United Arab Emirates,Middle East,2008,46332.830046,8.0,6798635
Bahrain,Middle East,2008,23037.878575,8.0,1116038
Iran,Middle East,2008,4899.472257,18.0,72660887
Kuwait,Middle East,2008,54399.695658,10.0,2702221
Saudi Arabia,Middle East,2008,19722.10193,16.0,26366358
Oman,Middle East,2008,23421.35529,10.0,2593523
Israel,Middle East,2008,29142.950963,4.0,7308800
Jordan,Middle East,2008,3797.413629,19.0,5786000
Yemen,Middle East,2008,1400.562302,50.0,21703571
Iraq,Middle East,2008,4485.245225,31.0,29429829
Qatar,Middle East,2009,62527.635271,8.0,1564082
Lebanon,Middle East,2009,8274.137978,9.0,4246924
United Arab Emirates,Middle East,2009,33038.28204,8.0,7718319
Bahrain,Middle East,2009,19251.123734,7.0,1191539
Iran,Middle East,2009,4935.890935,17.0,73542954
Kuwait,Middle East,2009,37191.651387,10.0,2850102
Saudi Arabia,Middle East,2009,16009.628168,15.0,26796375
Oman,Middle East,2009,18114.478265,10.0,2663224
Israel,Middle East,2009,27519.504115,4.0,7485600
Jordan,Middle East,2009,4026.766343,18.0,5915000
Yemen,Middle East,2009,1252.32514,48.0,22229625
Iraq,Middle East,2009,3713.134008,31.0,30163199
Qatar,Middle East,2010,71440.287636,8.0,1749713
Lebanon,Middle East,2010,8755.849968,9.0,4341092
Bahrain,Middle East,2010,20545.969454,7.0,1251513
United Arab Emirates,Middle East,2010,33998.547895,8.0,8441537
Iran,Middle East,2010,5680.725958,16.0,74462314
Kuwait,Middle East,2010,40112.582649,9.0,2991580
Saudi Arabia,Middle East,2010,19333.49908,15.0,27258387
Oman,Middle East,2010,20983.900335,10.0,2802768
Israel,Middle East,2010,30431.816989,4.0,7623600
Jordan,Middle East,2010,4370.721033,18.0,6046000
Yemen,Middle East,2010,1394.532356,46.0,22763008
Iraq,Middle East,2010,4618.508009,30.0,30962380
Qatar,Middle East,2011,88963.222604,7.0,1910902
Lebanon,Middle East,2011,9144.617616,9.0,4382790
Bahrain,Middle East,2011,22466.883877,6.0,1292764
United Arab Emirates,Middle East,2011,39103.220851,7.0,8925096
Iran,Middle East,2011,7000.397816,16.0,75424285
Saudi Arabia,Middle East,2011,24133.9444,14.0,27761728
Kuwait,Middle East,2011,51524.863947,9.0,3124705
Israel,Middle East,2011,33222.591362,3.0,7765800
Oman,Middle East,2011,23132.938903,10.0,3024774
Jordan,Middle East,2011,4665.94354,17.0,6181000
Yemen,Middle East,2011,1253.305807,44.0,23304206
Iraq,Middle East,2011,6013.850117,29.0,31760020
Qatar,Middle East,2012,92659.694106,7.0,2050514
Lebanon,Middle East,2012,9764.110607,8.0,4424888
United Arab Emirates,Middle East,2012,41713.508366,7.0,9205651
Bahrain,Middle East,2012,23039.684222,6.0,1317827
Iran,Middle East,2012,6581.663932,15.0,76424443
Saudi Arabia,Middle East,2012,25947.531193,14.0,28287855
Kuwait,Middle East,2012,56299.100199,9.0,3250496
Oman,Middle East,2012,23623.851493,10.0,3314001
Israel,Middle East,2012,32614.878958,3.0,7910500
Jordan,Middle East,2012,4909.028094,17.0,6318000
Yemen,Middle East,2012,1341.281768,42.0,23852409
Iraq,Middle East,2012,6630.198732,29.0,32578209
Australia,Oceania,2005,34028.281719,5.0,20394800
New Zealand,Oceania,2005,27576.864462,5.0,4133900
Fiji Islands,Oceania,2005,3655.663837,20.0,822484
Kiribati,Oceania,2005,1173.314144,50.0,90468
"Micronesia, Fed. Sts.",Oceania,2005,2352.639343,37.0,106198
Vanuatu,Oceania,2005,1886.388308,18.0,209375
Samoa,Oceania,2005,2291.030634,17.0,179928
Tonga,Oceania,2005,2622.949227,13.0,100960
Papua New Guinea,Oceania,2005,804.071109,56.0,6095959
Marshall Islands,Oceania,2005,2642.376253,33.0,52058
Solomon Islands,Oceania,2005,881.961618,29.0,469306
Australia,Oceania,2006,36090.617889,5.0,20697900
New Zealand,Oceania,2006,26286.861349,5.0,4184600
Fiji Islands,Oceania,2006,3747.433691,20.0,828060
Kiribati,Oceania,2006,1138.284504,50.0,91953
"Micronesia, Fed. Sts.",Oceania,2006,2393.800551,36.0,105686
Vanuatu,Oceania,2006,2036.174187,17.0,214654
Samoa,Oceania,2006,2502.211263,16.0,181073
Tonga,Oceania,2006,2912.88248,13.0,101617
Papua New Guinea,Oceania,2006,896.394879,55.0,6245797
Solomon Islands,Oceania,2006,950.057609,29.0,480745
Marshall Islands,Oceania,2006,2752.323765,33.0,52084
Australia,Oceania,2007,41003.284104,5.0,20827600
New Zealand,Oceania,2007,31927.72509,5.0,4228300
Fiji Islands,Oceania,2007,4075.991405,20.0,835392
Kiribati,Oceania,2007,1316.956885,50.0,93401
"Micronesia, Fed. Sts.",Oceania,2007,2434.806284,35.0,105097
Vanuatu,Oceania,2007,2392.833396,17.0,220001
Tonga,Oceania,2007,2943.268846,13.0,102289
Samoa,Oceania,2007,2693.792993,16.0,182240
Papua New Guinea,Oceania,2007,989.31946,54.0,6397623
Solomon Islands,Oceania,2007,1048.89007,29.0,492148
Marshall Islands,Oceania,2007,2871.313845,32.0,52150
Marshall Islands,Oceania,2008,2920.198354,32.0,52245
Australia,Oceania,2008,49884.230936,4.0,21249200
New Zealand,Oceania,2008,30452.809857,5.0,4268900
Fiji Islands,Oceania,2008,4301.63219,20.0,843851
Kiribati,Oceania,2008,1424.03889,49.0,94832
"Micronesia, Fed. Sts.",Oceania,2008,2500.905682,34.0,104498
Vanuatu,Oceania,2008,2697.378925,17.0,225398
Tonga,Oceania,2008,3369.211109,12.0,102947
Samoa,Oceania,2008,3128.688559,16.0,183444
Papua New Guinea,Oceania,2008,1222.793585,53.0,6550877
Solomon Islands,Oceania,2008,1208.029837,28.0,503541
Marshall Islands,Oceania,2009,2895.641619,32.0,52341
New Zealand,Oceania,2009,27573.10348,5.0,4315800
Australia,Oceania,2009,42735.239746,4.0,21691700
Fiji Islands,Oceania,2009,3431.75588,20.0,852479
Kiribati,Oceania,2009,1320.480025,49.0,96272
"Micronesia, Fed. Sts.",Oceania,2009,2668.810507,33.0,103983
Vanuatu,Oceania,2009,2642.9315,16.0,230833
Samoa,Oceania,2009,2712.804958,16.0,184704
Tonga,Oceania,2009,3075.816179,12.0,103557
Papua New Guinea,Oceania,2009,1180.431925,52.0,6704829
Solomon Islands,Oceania,2009,1160.790585,28.0,514964
Marshall Islands,Oceania,2010,3112.840467,32.0,52428
Australia,Oceania,2010,51743.389101,4.0,22031800
New Zealand,Oceania,2010,32739.594304,5.0,4367800
Fiji Islands,Oceania,2010,3747.674635,20.0,860559
Kiribati,Oceania,2010,1539.047441,48.0,97743
"Micronesia, Fed. Sts.",Oceania,2010,2838.448837,33.0,103619
Vanuatu,Oceania,2010,2965.752229,16.0,236299
Tonga,Oceania,2010,3546.777815,12.0,104098
Samoa,Oceania,2010,3080.012939,16.0,186029
Papua New Guinea,Oceania,2010,1382.143749,51.0,6858945
Solomon Islands,Oceania,2010,1294.692733,27.0,526447
Marshall Islands,Oceania,2011,3251.738261,32.0,52495
New Zealand,Oceania,2011,37228.729683,5.0,4405200
Australia,Oceania,2011,62220.232766,4.0,22340000
